Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	LITTERFALL			
5	29	15.130282	8.689510	11.911000	6.108770	1.687660	-9999	8.160000	-9999	-9999	-9999	-9999	11.24087229	0.189707661	11.05116463
5	30	14.762044	10.038300	14.570000	6.054150	2.046208	-9999	2.548210	-9999	-9999	-9999	-9999	12.30987155	0.251885625	12.05798592
5	31	10.275811	12.494100	16.633200	6.845800	1.616750	-9999	5.538290	-9999	-9999	-9999	-9999	14.48752214	0.234226945	14.25329519
6	1	18.175104	12.464100	16.503000	8.035950	2.343067	-9999	3.843610	-9999	-9999	-9999	-9999	14.45900274	0.338784112	14.12021863
6	2	5.895694	11.493100	15.007800	8.215910	1.821789	-9999	7.592890	-9999	-9999	-9999	-9999	13.56214538	0.247073731	13.31507165
6	3	7.337192	9.828890	14.119700	5.872590	1.790708	-9999	12.655000	-9999	-9999	-9999	-9999	12.13825628	0.217360774	11.9208955
6	4	7.521457	7.364540	9.594570	5.679050	1.185857	-9999	19.785100	-9999	-9999	-9999	-9999	10.27116538	0.121801375	10.149364
6	5	6.297489	6.643470	9.938830	3.728060	1.131509	-9999	6.431070	-9999	-9999	-9999	-9999	9.775035354	0.110605426	9.664429928
6	6	11.226471	7.103250	10.724900	2.915590	1.634429	-9999	0.581280	-9999	-9999	-9999	-9999	10.08888207	0.164895631	9.923986442
6	7	13.011235	8.187170	12.379100	4.241950	1.568966	-9999	2.257120	-9999	-9999	-9999	-9999	10.8641373	0.170454633	10.69368267
6	8	16.601414	8.564670	12.425500	4.939670	2.335795	-9999	0.105663	-9999	-9999	-9999	-9999	11.14618962	0.260352195	10.88583743
6	9	19.943625	10.890600	15.240200	4.822420	3.068645	-9999	0.372982	-9999	-9999	-9999	-9999	13.03056005	0.399861599	12.63069845
6	10	13.483411	11.741100	16.774500	7.337220	1.335919	-9999	18.450700	-9999	-9999	-9999	-9999	13.78643143	0.184175556	13.60225587
6	11	6.667021	7.021670	10.156900	3.750150	1.724616	-9999	11.402200	-9999	-9999	-9999	-9999	10.03255625	0.173023119	9.85953313
6	12	14.834707	5.553290	9.227320	2.704040	1.742077	-9999	0.522494	-9999	-9999	-9999	-9999	9.065006375	0.157919361	8.907087014
6	13	14.248483	6.246010	10.895700	1.909550	1.643048	-9999	0.206969	-9999	-9999	-9999	-9999	9.510692857	0.156265275	9.354427582
6	14	19.588003	7.863010	13.098700	3.010290	2.073301	-9999	0.212124	-9999	-9999	-9999	-9999	10.62697164	0.2203291	10.40664254
6	15	24.000624	9.724770	16.220200	2.827240	3.123443	-9999	0.000000	-9999	-9999	-9999	-9999	12.05371388	0.376490848	11.67722303
6	16	24.013151	15.907400	23.698600	6.008490	4.555479	-9999	0.000000	-9999	-9999	-9999	-9999	18.07328023	0.823324436	17.2499558
6	17	10.451808	14.466500	19.547800	11.661000	1.776522	-9999	3.772800	-9999	-9999	-9999	-9999	16.47444554	0.292672122	16.18177342
6	18	23.340097	17.643500	24.594400	10.457900	4.109158	-9999	0.000000	-9999	-9999	-9999	-9999	20.17903496	0.829188386	19.34984658
6	19	24.165736	18.320600	25.281700	12.482800	4.186883	-9999	0.000000	-9999	-9999	-9999	-9999	21.05675636	0.88162182	20.17513454
6	20	9.377856	13.462900	21.004800	11.142300	1.011347	-9999	0.000150	-9999	-9999	-9999	-9999	15.43546734	0.156106175	15.27936117
6	21	14.722992	10.611000	16.088500	7.652960	2.540892	-9999	18.217300	-9999	-9999	-9999	-9999	12.7901533	0.324983963	12.46516934
6	22	13.921891	11.595900	16.214400	7.519590	1.955616	-9999	5.848560	-9999	-9999	-9999	-9999	13.65472352	0.267033937	13.38768959
6	23	19.749830	13.836200	19.675300	7.452210	3.702562	-9999	0.000000	-9999	-9999	-9999	-9999	15.8150056	0.585560335	15.22944526
6	24	22.392028	15.807700	21.205000	9.184880	3.580157	-9999	0.160160	-9999	-9999	-9999	-9999	17.95843004	0.642939935	17.3154901
6	25	15.690413	16.949000	24.125800	11.591300	3.714355	-9999	0.196922	-9999	-9999	-9999	-9999	19.3122029	0.717323698	18.5948792
6	26	6.762191	13.318900	16.791100	9.783020	2.899336	-9999	0.000000	-9999	-9999	-9999	-9999	15.29121172	0.443343617	14.8478681
6	27	19.529770	16.402800	23.425200	11.168800	4.796017	-9999	0.000000	-9999	-9999	-9999	-9999	18.65355902	0.894627779	17.75893124
6	28	13.540521	18.531300	24.796900	12.363300	3.949344	-9999	4.495190	-9999	-9999	-9999	-9999	21.33661686	0.842656349	20.49396051
6	29	13.122778	18.386600	25.926500	14.374900	2.641212	-9999	7.516660	-9999	-9999	-9999	-9999	21.14407267	0.558459751	20.58561292
6	30	6.062559	16.334800	19.942800	13.296000	1.326109	-9999	5.033610	-9999	-9999	-9999	-9999	18.57295412	0.246297602	18.32665652
