daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR    MONTH      DAY   GPP(1)   GPP(0) GPP(tot)   NPP(1)   NPP(0) NPP(tot)    ET(1)    ET(0)  ET(tot)   LAI(1)   LAI(0)    CC(1)    CC(0) DEADTREE(1) DEADTREE(0) DEADTREE(tot)
-2001        7       15     4.94    0.452     5.39   0.0474  0.00434   0.0518    0.547    0.314    0.862     4.12      3.7     46.6     7.62        0        0        0
-2001        7       16      5.2    0.475     5.67   0.0499  0.00456   0.0545    0.608    0.349    0.958     4.12      3.7     46.6     7.62        0        0        0
-2001        7       17     5.51    0.503     6.01   0.0529  0.00483   0.0577    0.684    0.392     1.08     4.12      3.7     46.6     7.62        0        0        0
-2001        7       18     3.75    0.342     4.09    0.036  0.00329   0.0393    0.405    0.233    0.638     4.12      3.7     46.6     7.62        0        0        0
-2001        7       19     4.22    0.386     4.61   0.0405   0.0037   0.0442    0.459    0.264    0.723     4.12      3.7     46.6     7.62        0        0        0
-2001        7       20      3.7    0.338     4.04   0.0355  0.00325   0.0388    0.405    0.233    0.638     4.12     3.69     46.6     7.62        0        0        0
-2001        7       21     2.35    0.215     2.56   0.0225  0.00206   0.0246    0.257    0.148    0.405     4.12     3.69     46.6     7.62        0        0        0
-2001        7       22     4.21    0.385      4.6   0.0405   0.0037   0.0442    0.616    0.353    0.969     4.12     3.69     46.6     7.62        0        0        0
-2001        7       23     3.86    0.353     4.21    0.037  0.00338   0.0404    0.497    0.285    0.783     4.12     3.69     46.6     7.62        0        0        0
-2001        7       24     5.15     0.47     5.62   0.0494  0.00451   0.0539    0.801     0.46     1.26     4.12     3.69     46.6     7.62        0        0        0
-2001        7       25     4.12    0.376     4.49   0.0395  0.00361   0.0431    0.738    0.424     1.16     4.12     3.69     46.6     7.62        0        0        0
-2001        7       26     1.65     0.15      1.8   0.0158  0.00144   0.0172     0.63    0.361    0.991     4.12     3.69     46.6     7.62        0        0        0
-2001        7       27     1.17    0.107     1.28   0.0113  0.00103   0.0123    0.605    0.347    0.952     4.12     3.69     46.6     7.62        0        0        0
-2001        7       28     4.02    0.367     4.38   0.0386  0.00352   0.0421    0.751    0.431     1.18     4.12     3.69     46.6     7.62        0        0        0
-2001        7       29      3.3    0.301      3.6   0.0317  0.00289   0.0346    0.681    0.391     1.07     4.12     3.69     46.6     7.62        0        0        0
-2001        7       30    0.963   0.0879     1.05  0.00924 0.000844   0.0101    0.589    0.338    0.928     4.12     3.69     46.6     7.62        0        0        0
-2001        7       31     4.37    0.399     4.77   0.0419  0.00383   0.0457    0.634    0.364    0.999     4.12     3.69     46.6     7.62        0        0        0
-2001        8        1     5.33    0.487     5.82   0.0512  0.00468   0.0559    0.665    0.381     1.05     4.12     3.68     46.6     7.62        0        0        0
-2001        8        2     2.93    0.267      3.2   0.0282  0.00257   0.0307    0.488    0.279    0.767     4.11     3.68     46.7     7.63        0        0        0
-2001        8        3     3.36    0.307     3.67   0.0323  0.00294   0.0352    0.438    0.251     0.69     4.11     3.68     46.7     7.63        0        0        0
-2001        8        4     4.35    0.397     4.75   0.0418  0.00381   0.0456    0.509    0.292      0.8     4.11     3.68     46.7     7.63        0        0        0
-2001        8        5     5.14    0.468      5.6   0.0493  0.00449   0.0538    0.587    0.336    0.923     4.11     3.68     46.7     7.63        0        0        0
-2001        8        6     2.71    0.247     2.96    0.026  0.00237   0.0284    0.318    0.182    0.501     4.11     3.67     46.7     7.63        0        0        0
-2001        8        7     2.55    0.232     2.78   0.0245  0.00223   0.0267    0.292    0.167    0.459     4.11     3.67     46.7     7.63        0        0        0
-2001        8        8     4.97    0.453     5.42   0.0477  0.00435   0.0521    0.576     0.33    0.906     4.11     3.67     46.7     7.63        0        0        0
-2001        8        9     3.93    0.358     4.29   0.0377  0.00344   0.0412    0.433    0.248    0.682     4.11     3.67     46.7     7.63        0        0        0
-2001        8       10     4.64    0.423     5.06   0.0445  0.00406   0.0486    0.509    0.292    0.801     4.11     3.67     46.7     7.63        0        0        0
-2001        8       11     5.54    0.504     6.04   0.0531  0.00484    0.058    0.648    0.372     1.02     4.11     3.67     46.7     7.63        0        0        0
-2001        8       12      2.3    0.209     2.51   0.0221  0.00201   0.0241    0.296     0.17    0.466     4.11     3.66     46.7     7.63        0        0        0
-2001        8       13     2.22    0.202     2.42   0.0213  0.00194   0.0232    0.324    0.186     0.51     4.11     3.66     46.7     7.63        0        0        0
-2001        8       14        0        0        0        0        0        0    0.586    0.336    0.922     4.11     3.66     46.7     7.63        0        0        0
-2001        8       15        0        0        0        0        0        0    0.495    0.284    0.778     4.11     3.66     46.7     7.63        0        0        0
-2001        8       16     2.59    0.236     2.83   0.0249  0.00227   0.0272    0.404    0.232    0.635     4.11     3.66     46.7     7.63        0        0        0
-2001        8       17     4.42    0.403     4.82   0.0424  0.00387   0.0463    0.582    0.334    0.915     4.11     3.66     46.7     7.63        0        0        0
-2001        8       18     3.28    0.299     3.58   0.0315  0.00287   0.0344    0.608    0.349    0.957     4.11     3.66     46.7     7.63        0        0        0
-2001        8       19     3.68    0.335     4.02   0.0354  0.00322   0.0386    0.485    0.278    0.763     4.11     3.66     46.7     7.63        0        0        0
-2001        8       20     3.32    0.302     3.62   0.0318   0.0029   0.0347    0.415    0.238    0.653      4.1     3.66     46.7     7.63        0        0        0
-2001        8       21     3.62     0.33     3.95   0.0348  0.00317   0.0379    0.588    0.337    0.925      4.1     3.65     46.7     7.63        0        0        0
-2001        8       22     2.35    0.214     2.57   0.0226  0.00206   0.0246    0.581    0.334    0.915      4.1     3.65     46.7     7.63        0        0        0
-2001        8       23        0        0        0        0        0        0    0.436     0.25    0.687      4.1     3.65     46.7     7.63        0        0        0
-2001        8       24        0        0        0        0        0        0     0.45    0.259    0.709      4.1     3.65     46.7     7.63        0        0        0
-2001        8       25        0        0        0        0        0        0     0.44    0.253    0.693      4.1     3.65     46.7     7.63        0        0        0
-2001        8       26        0        0        0        0        0        0    0.395    0.227    0.621      4.1     3.65     46.7     7.63        0        0        0
-2001        8       27     5.13    0.467      5.6   0.0493  0.00448   0.0537    0.603    0.346    0.948     4.11     3.65     46.7     7.63        0        0        0
-2001        8       28     5.19    0.472     5.66   0.0498  0.00454   0.0544    0.601    0.344    0.945     4.11     3.65     46.7     7.63        0        0        0
-2001        8       29     5.14    0.468     5.61   0.0494  0.00449   0.0538    0.605    0.347    0.951     4.11     3.65     46.7     7.63        0        0        0
-2001        8       30     1.87     0.17     2.04   0.0179  0.00163   0.0196    0.203    0.116    0.319      4.1     3.65     46.7     7.63        0        0        0
-2001        8       31     3.85     0.35      4.2   0.0369  0.00336   0.0403    0.418     0.24    0.658      4.1     3.65     46.7     7.63        0        0        0
-2001        9        1     4.69    0.427     5.12    0.045   0.0041   0.0491    0.528    0.303    0.832      4.1     3.64     46.7     7.63        0        0        0
-2001        9        2     1.32     0.12     1.44   0.0127  0.00115   0.0138    0.142   0.0813    0.223     4.09     3.64     46.7     7.64        0        0        0
-2001        9        3     1.96    0.178     2.14   0.0188  0.00171   0.0205    0.214    0.122    0.336     4.09     3.64     46.7     7.64        0        0        0
-2001        9        4     3.99    0.363     4.36   0.0383  0.00348   0.0418    0.432    0.247    0.679     4.09     3.63     46.7     7.64        0        0        0
-2001        9        5     2.98    0.271     3.26   0.0286   0.0026   0.0312    0.329    0.188    0.517     4.09     3.63     46.7     7.64        0        0        0
-2001        9        6      3.9    0.354     4.26   0.0375   0.0034   0.0409     0.43    0.247    0.677     4.09     3.63     46.7     7.64        0        0        0
-2001        9        7      1.9    0.173     2.08   0.0183  0.00166   0.0199     0.21     0.12     0.33     4.08     3.63     46.7     7.64        0        0        0
-2001        9        8     3.35    0.304     3.66   0.0322  0.00292   0.0351    0.371    0.213    0.584     4.08     3.62     46.7     7.64        0        0        0
-2001        9        9     1.98     0.18     2.16    0.019  0.00173   0.0207    0.226     0.13    0.356     4.08     3.62     46.7     7.64        0        0        0
-2001        9       10     4.16    0.378     4.53   0.0399  0.00363   0.0435    0.461    0.264    0.725     4.08     3.62     46.7     7.64        0        0        0
-2001        9       11     2.85    0.259     3.11   0.0274  0.00249   0.0299    0.313    0.179    0.492     4.08     3.62     46.7     7.64        0        0        0
-2001        9       12     1.94    0.176     2.11   0.0186  0.00169   0.0203    0.212    0.122    0.334     4.08     3.62     46.7     7.64        0        0        0
-2001        9       13     3.16    0.287     3.44   0.0303  0.00275    0.033    0.345    0.198    0.543     4.07     3.61     46.7     7.64        0        0        0
-2001        9       14     3.98    0.361     4.34   0.0382  0.00347   0.0416    0.435    0.249    0.684     4.07     3.61     46.7     7.64        0        0        0
-2001        9       15     2.84    0.258      3.1   0.0272  0.00247   0.0297    0.313    0.179    0.492     4.07     3.61     46.7     7.64        0        0        0
-2001        9       16     3.09    0.281     3.37   0.0297   0.0027   0.0324    0.356    0.204    0.561     4.07     3.61     46.7     7.64        0        0        0
-2001        9       17      3.7    0.336     4.03   0.0355  0.00322   0.0387    0.412    0.236    0.648     4.07     3.61     46.7     7.64        0        0        0
-2001        9       18     3.25    0.296     3.55   0.0312  0.00284   0.0341    0.363    0.208    0.571     4.07      3.6     46.7     7.64        0        0        0
-2001        9       19    0.439   0.0399    0.479  0.00421 0.000383  0.00459   0.0497   0.0285   0.0783     4.07      3.6     46.7     7.64        0        0        0
-2001        9       20     3.35    0.305     3.66   0.0322  0.00292   0.0351    0.364    0.209    0.573     4.06      3.6     46.7     7.64        0        0        0
-2001        9       21     4.23    0.385     4.62   0.0406  0.00369   0.0443    0.462    0.265    0.727     4.06      3.6     46.7     7.64        0        0        0
-2001        9       22     3.82    0.347     4.17   0.0367  0.00333     0.04    0.421    0.242    0.663     4.06      3.6     46.7     7.64        0        0        0
-2001        9       23     2.19    0.199     2.39    0.021  0.00191   0.0229     0.24    0.138    0.377     4.06     3.59     46.7     7.64        0        0        0
-2001        9       24     3.52     0.32     3.84   0.0338  0.00307   0.0369    0.383     0.22    0.603     4.06     3.59     46.7     7.64        0        0        0
